Location,MinTemp,MaxTemp,Rainfall,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Temp9am,Temp3pm
Canberra,2.3,15.51,2.6100000000000003,39.85,13.85,21.2,77.85,54.3,1020.79,1018.32,9.045,14.12
Canberra,5.635,18.494999999999997,1.92,45.7,16.8,23.7,72.0,49.9,1019.765,1017.4799999999999,12.03,16.89
Canberra,5.720000000000001,21.57,0.7899999999999999,41.25,10.75,22.0,69.5,44.85,1026.27,1023.4799999999999,13.594999999999999,20.41
Canberra,12.389999999999999,27.764999999999997,1.3,41.5,12.8,18.35,62.55,36.8,1017.96,1015.29,18.655,25.95
Canberra,12.254999999999999,27.47,3.75,42.9,8.1,17.35,68.45,45.45,1013.635,1010.36,18.330000000000002,25.080000000000002
Canberra,10.940000000000001,27.905,0.1,48.5,11.15,20.15,53.4,25.05,1015.3,1012.7850000000001,18.665,26.07
Canberra,2.895,16.735,1.92,33.35,9.8,15.9,81.1,53.0,1022.515,1019.8549999999999,9.125,15.515
Canberra,4.1899999999999995,18.415,0.07,30.4,9.95,14.55,84.2,53.0,1025.35,1022.78,9.52,17.43
Canberra,7.909999999999999,21.52,2.29,33.35,9.4,15.45,82.9,51.1,1020.9950000000001,1017.615,13.615,20.19
Canberra,1.6350000000000002,14.944999999999999,1.9,29.15,8.3,13.3,83.8,53.2,1019.8550000000001,1017.36,6.734999999999999,13.91
Canberra,4.5649999999999995,17.134999999999998,1.42,30.85,10.25,15.6,82.05,47.65,1025.075,1023.2049999999999,8.985,15.98
Canberra,8.059999999999999,20.525,1.1,31.55,10.05,13.8,75.15,49.8,1021.03,1017.9549999999999,13.38,19.46
Canberra,4.525,19.095,1.2100000000000002,42.0,13.85,22.1,72.7,50.4,1018.485,1015.9649999999999,11.440000000000001,17.1
Canberra,7.49,21.82,1.9100000000000001,46.4,12.25,27.35,66.0,43.75,1016.01,1013.6600000000001,14.115,20.43
Canberra,4.375,15.95,2.9699999999999998,42.45,13.2,21.55,77.45,61.6,1016.6899999999999,1013.82,10.515,14.38
Canberra,12.4,27.4,2.04,47.05,14.6,22.15,64.35,39.7,1013.225,1010.9950000000001,18.115000000000002,25.495
Canberra,12.33,30.105,0.5700000000000001,45.65,8.85,22.45,61.45,33.2,1012.695,1009.9649999999999,18.775,27.45
Canberra,13.05,28.130000000000003,2.26,42.1,12.15,19.45,62.3,37.15,1014.3700000000001,1011.4100000000001,19.54,26.464999999999996
Canberra,11.08,26.345,1.8199999999999998,43.65,10.85,19.4,67.9,40.65,1012.985,1009.8,17.29,24.665
Canberra,9.905,24.630000000000003,0.93,43.9,12.15,22.3,68.7,43.05,1016.95,1014.43,16.419999999999998,22.465
Canberra,12.754999999999999,26.630000000000003,2.32,40.25,10.7,17.6,74.65,45.1,1012.445,1009.74,17.759999999999998,24.94
Canberra,10.959999999999999,26.639999999999997,1.22,41.9,9.75,17.4,65.45,36.85,1018.125,1015.595,17.365000000000002,25.105
Canberra,3.375,14.580000000000002,0.42000000000000004,44.7,17.9,18.45,73.65,54.35,1018.9100000000001,1017.4649999999999,8.754999999999999,12.36
Canberra,1.59,17.35,0.11000000000000001,36.3,11.5,16.85,73.05,39.55,1022.79,1020.2,8.495000000000001,16.16
Canberra,2.035,14.530000000000001,2.77,45.3,17.35,22.3,73.05,48.75,1022.775,1020.3399999999999,7.745,12.834999999999999
Canberra,1.8850000000000002,15.64,2.07,41.95,12.15,20.25,76.8,49.95,1019.61,1016.875,7.685,14.055000000000001
Canberra,-0.10499999999999998,13.080000000000002,0.28500000000000003,42.5,14.55,22.55,79.1,46.9,1022.0450000000001,1019.835,5.865,11.64
Canberra,2.805,19.225,0.63,48.4,12.45,26.3,64.2,38.2,1018.115,1014.9350000000001,11.6,17.86
Canberra,2.605,16.57,1.6300000000000001,47.2,14.6,25.9,69.15,43.5,1017.4200000000001,1014.78,9.875,15.115
Canberra,10.095,22.630000000000003,3.09,38.0,11.4,16.95,80.9,54.3,1017.5799999999999,1015.03,14.225,20.93
Canberra,8.11,20.745,8.04,38.95,10.3,18.5,80.55,54.45,1019.75,1017.275,13.55,19.544999999999998
Canberra,4.275,15.934999999999999,3.2700000000000005,34.15,11.35,17.25,82.25,55.7,1020.625,1018.46,9.540000000000001,14.680000000000001
Canberra,9.89,21.675,0.69,36.85,9.75,18.65,80.05,46.15,1018.0350000000001,1015.125,13.465,20.365000000000002
Canberra,9.805,23.445,1.23,39.5,8.15,16.2,69.35,36.95,1021.9549999999999,1019.04,14.315000000000001,22.19
Canberra,14.495,29.01,2.6100000000000003,44.4,11.55,17.6,64.7,35.0,1016.1700000000001,1013.4350000000001,19.345,27.32
Canberra,12.805000000000001,25.835,0.22999999999999998,44.25,11.05,17.35,66.65,35.25,1014.6700000000001,1012.165,16.825,24.105
Canberra,3.065,13.035,0.8800000000000001,43.6,14.85,20.35,78.95,57.3,1018.1850000000001,1016.265,7.665000000000001,11.754999999999999
Canberra,8.754999999999999,18.5,2.43,41.15,14.35,21.5,78.25,54.95,1019.7299999999999,1017.5600000000001,12.165000000000001,17.235
Canberra,3.465,15.01,0.82,29.5,8.35,14.5,80.8,55.8,1024.75,1021.8,8.155,14.15
Canberra,6.640000000000001,18.23,2.56,38.6,10.6,17.75,76.8,54.05,1016.9800000000001,1014.7299999999999,11.08,16.835
Canberra,10.864999999999998,23.46,5.2,41.1,10.75,17.45,72.8,53.0,1016.135,1014.0649999999999,16.605,21.88
Canberra,13.625,24.935,7.720000000000001,37.85,9.7,15.65,76.6,52.85,1015.0049999999999,1012.925,17.81,23.195
Canberra,15.405000000000001,29.175,3.28,43.75,9.0,17.6,71.8,43.15,1013.0049999999999,1010.805,20.695,27.375
Canberra,3.94,14.52,3.47,43.1,14.55,20.1,70.85,48.75,1017.675,1015.51,9.225,12.975
Canberra,2.975,15.105,1.6199999999999999,40.55,12.4,17.45,80.65,56.2,1020.2299999999999,1017.0799999999999,8.47,13.6
Canberra,6.295,19.23,3.63,42.45,12.5,21.25,71.6,48.0,1018.2850000000001,1015.9950000000001,12.445,17.86
Canberra,4.58,18.335,1.3599999999999999,42.0,12.35,23.25,66.6,47.0,1020.735,1018.305,11.915000000000001,16.81
Canberra,1.06,15.459999999999999,1.3800000000000001,38.7,14.65,19.4,73.65,50.85,1024.33,1021.29,8.735,14.13
Canberra,6.3950000000000005,24.505000000000003,0.72,41.55,10.15,19.4,67.3,37.2,1020.025,1016.8299999999999,14.23,22.990000000000002
Canberra,6.5200000000000005,23.275,1.02,46.25,10.0,24.6,66.0,41.85,1017.0,1014.14,14.05,21.475
Canberra,2.575,17.29,0.6,33.2,8.95,19.65,81.3,51.4,1022.7700000000001,1020.415,9.285,16.09
Canberra,5.835,17.28,2.52,28.9,11.0,14.1,83.45,63.0,1020.675,1017.9649999999999,11.285,16.19
Canberra,0.7250000000000001,13.84,1.0900000000000003,36.1,11.45,20.65,82.8,56.35,1023.175,1020.5450000000001,6.3,12.695
Canberra,4.535,16.32,1.33,45.4,19.6,23.75,78.6,60.1,1018.345,1015.3549999999999,10.15,14.765
Canberra,7.38,20.875,0.64,36.95,14.0,18.75,75.25,53.4,1020.925,1018.2,13.12,18.615000000000002
Canberra,2.83,14.77,4.57,33.8,13.5,16.2,82.3,59.85,1022.03,1019.7,8.065000000000001,13.495
Canberra,-0.675,14.684999999999999,0.42000000000000004,30.8,10.4,14.55,81.2,52.2,1027.51,1025.085,5.62,13.485
Canberra,12.625,26.53,4.59,44.65,11.1,22.0,72.0,45.4,1014.0649999999999,1011.5649999999999,18.02,24.215
Cobar,6.404999999999999,16.985,1.95,29.05,10.8,11.75,73.05,51.9,1022.07,1019.595,10.54,15.815000000000001
Cobar,13.905000000000001,26.535000000000004,0.65,35.05,13.45,12.95,69.5,37.85,1017.11,1014.775,17.369999999999997,24.895
Cobar,7.890000000000001,21.305,0.31,31.05,10.5,13.25,56.1,30.7,1021.1850000000001,1018.4100000000001,13.13,20.39
Cobar,7.45,20.29,0.8200000000000001,30.0,10.35,11.35,62.5,35.7,1021.5550000000001,1019.0600000000001,13.065000000000001,19.23
Cobar,4.275,15.544999999999998,0.17,32.1,11.1,13.85,70.3,44.75,1024.7199999999998,1022.5649999999999,8.89,14.6
Cobar,13.265,25.259999999999998,3.13,36.35,13.3,14.6,64.35,38.5,1016.47,1014.3950000000001,18.005000000000003,23.61
Cobar,12.605,24.64,4.0200000000000005,35.1,15.2,12.05,57.95,39.0,1019.5,1017.085,18.09,23.22
Cobar,12.14,24.369999999999997,3.2299999999999995,39.4,15.2,11.9,65.4,43.6,1018.1200000000001,1016.1600000000001,17.165,22.465
Cobar,21.285,33.540000000000006,1.0,41.45,16.45,13.5,57.5,38.6,1014.53,1012.4350000000001,24.86,31.095
Cobar,19.369999999999997,32.37,2.2399999999999998,40.9,15.25,15.7,52.15,34.05,1010.085,1007.9399999999999,24.130000000000003,30.425
Cobar,17.775,32.155,0.99,41.85,13.0,15.0,49.7,27.7,1012.6299999999999,1009.725,23.755000000000003,30.615
Cobar,11.34,24.585,0.0,30.6,13.35,13.55,52.6,28.6,1021.8299999999999,1018.725,16.98,23.67
Cobar,17.53,29.294999999999998,2.67,36.9,16.35,16.55,66.45,43.0,1015.1299999999999,1013.075,21.225,27.639999999999997
Cobar,8.98,21.134999999999998,0.38,32.5,12.4,15.8,69.95,41.45,1018.7549999999999,1016.0200000000001,13.225,20.205000000000002
Cobar,5.55,16.96,1.85,33.85,12.6,14.95,76.35,48.9,1022.485,1019.9799999999999,9.934999999999999,16.025
Cobar,7.090000000000001,19.044999999999998,1.4,31.3,13.65,15.2,62.05,39.7,1022.6,1019.845,12.28,18.36
Cobar,16.53,30.03,1.2,42.25,15.05,13.55,54.95,34.8,1014.71,1012.54,21.66,27.77
Cobar,12.575,27.49,1.64,39.1,13.1,15.8,38.25,21.25,1019.5600000000001,1016.6899999999999,19.895,26.145
Cobar,12.86,25.009999999999998,1.46,38.15,14.5,13.35,56.05,36.45,1015.3100000000001,1012.9950000000001,17.71,23.305
Cobar,17.285,29.830000000000002,4.0600000000000005,43.25,15.45,15.4,59.8,37.25,1011.175,1009.015,21.490000000000002,28.255000000000003
Cobar,18.285,30.785000000000004,1.44,41.75,16.85,15.4,54.8,33.6,1011.6850000000001,1008.97,22.305,28.71
Cobar,15.01,30.035000000000004,0.0,41.15,14.25,17.25,35.25,19.9,1015.8,1012.615,22.205000000000002,28.605
Cobar,8.665000000000001,22.805,0.0,39.75,15.1,17.35,43.4,22.9,1019.04,1016.0200000000001,15.209999999999999,21.585
Cobar,7.890000000000001,20.575,0.05,33.55,10.85,13.8,51.35,30.75,1019.1899999999999,1016.235,13.855,19.669999999999998
Cobar,18.94,31.964999999999996,0.12,40.15,15.2,15.2,39.9,23.75,1013.1850000000001,1010.96,23.71,30.214999999999996
Cobar,20.119999999999997,34.305,2.4400000000000004,46.15,15.3,13.55,41.35,25.7,1015.72,1013.0649999999999,25.5,32.275
Cobar,17.65,32.19,0.09,39.6,15.45,12.4,41.6,21.9,1018.8700000000001,1015.885,23.465,30.93
Cobar,13.569999999999999,25.5,0.89,36.6,13.4,14.1,57.6,35.1,1018.9799999999999,1015.825,17.645,24.485
Cobar,16.945,29.860000000000003,1.4,37.8,14.65,13.45,47.05,27.6,1015.65,1013.64,20.875,28.485000000000003
Cobar,12.665000000000001,24.61,0.9400000000000001,31.95,11.65,12.55,59.6,37.15,1016.5450000000001,1013.9300000000001,16.39,23.615000000000002
Cobar,6.834999999999999,16.77,0.31,29.95,11.9,12.95,72.8,51.6,1019.3100000000001,1016.765,10.61,15.645
Cobar,9.315000000000001,19.925,1.23,32.15,12.3,13.8,66.7,45.7,1022.0,1019.195,13.63,19.185
Cobar,8.415000000000001,19.345000000000002,0.37,29.2,11.1,12.9,73.3,46.35,1022.2450000000001,1019.805,12.059999999999999,18.225
Cobar,8.405,18.59,2.07,31.35,12.0,10.45,75.3,50.2,1022.45,1019.9100000000001,12.325,17.535
Cobar,8.379999999999999,21.075,0.02,31.25,8.8,10.9,57.25,36.75,1021.6200000000001,1018.49,14.459999999999999,20.07
Cobar,7.295,17.634999999999998,0.8699999999999999,36.25,14.3,16.75,70.95,49.6,1019.7700000000001,1016.7700000000001,12.325,16.625
Cobar,5.12,16.5,1.92,31.65,10.45,12.25,75.8,46.4,1024.27,1021.485,9.8,15.725
Cobar,9.575,20.259999999999998,2.5700000000000003,37.4,13.4,15.4,73.1,49.35,1018.235,1015.775,13.755,18.53
Cobar,21.64,37.55,0.32,37.4,12.15,12.25,31.8,17.5,1012.6850000000001,1010.085,27.93,35.64
Cobar,19.195,34.675,0.33999999999999997,41.4,14.15,14.25,34.4,17.3,1013.3399999999999,1010.8399999999999,25.29,32.745
Cobar,19.64,33.325,0.86,36.35,13.95,12.2,49.6,27.3,1016.46,1013.7299999999999,24.0,31.895
Cobar,16.0,26.589999999999996,2.5100000000000002,32.95,12.35,12.8,71.55,48.7,1018.61,1016.335,19.46,25.22
Cobar,18.48,29.455000000000002,2.07,36.3,14.55,13.45,64.45,44.55,1013.625,1011.485,21.905,27.714999999999996
Cobar,16.94,30.28,0.5599999999999999,37.65,16.1,16.3,46.9,25.7,1014.8149999999999,1012.4549999999999,21.544999999999998,28.839999999999996
Cobar,21.8,33.964999999999996,0.51,42.0,19.9,15.75,44.4,27.6,1011.6899999999999,1009.6200000000001,25.544999999999998,31.925
Cobar,20.355,34.545,0.16999999999999998,41.85,16.45,14.8,42.2,23.35,1011.905,1009.0649999999999,25.47,32.425
Cobar,11.98,23.125,0.44000000000000006,36.25,15.45,17.45,60.0,31.25,1019.5899999999999,1016.865,16.25,22.130000000000003
Cobar,18.46,32.29,0.0,38.8,15.9,14.75,43.0,24.25,1014.335,1011.71,22.56,30.605
Cobar,12.295,25.955000000000002,0.29,34.1,14.5,14.6,52.0,28.95,1019.8799999999999,1017.1850000000001,16.71,24.625
Cobar,6.335,19.28,1.47,35.0,16.3,15.35,58.7,32.1,1023.985,1021.0649999999999,12.17,18.73
Cobar,5.83,16.035,0.35,35.35,12.1,16.2,74.05,45.0,1021.4649999999999,1019.075,9.545,15.455000000000002
Cobar,14.73,28.77,0.12,41.55,17.25,17.8,37.75,22.05,1016.2450000000001,1013.71,20.27,27.235000000000003
Cobar,16.46,31.060000000000002,0.9,45.1,17.95,19.25,38.95,24.95,1016.3700000000001,1013.3549999999999,23.025,28.885
Cobar,11.684999999999999,27.625,0.0,38.2,15.55,16.25,33.5,15.05,1020.235,1017.0049999999999,19.175,26.439999999999998
Cobar,20.34,33.81,0.48999999999999994,44.05,19.45,19.75,37.4,21.7,1013.3700000000001,1010.72,25.43,32.010000000000005
Cobar,17.595,31.945,2.41,39.4,16.55,18.35,49.4,26.55,1015.45,1012.635,22.73,30.29
Cobar,20.125,33.68,0.30999999999999994,41.5,17.4,16.9,36.55,23.05,1014.925,1012.375,25.075,31.85
Cobar,20.095,33.06,3.11,40.8,16.85,15.1,46.45,28.3,1015.2,1013.0,24.19,31.339999999999996
Cobar,21.205000000000002,34.690000000000005,0.86,42.5,17.35,16.05,46.4,28.0,1010.45,1007.95,25.325,32.445
Cobar,10.48,22.515,0.4499999999999999,31.15,11.1,13.2,59.9,36.75,1021.515,1018.85,14.52,21.494999999999997
Cobar,6.69,14.794999999999998,1.5,37.65,15.5,17.3,75.3,55.2,1021.4350000000001,1019.2450000000001,10.09,13.885
Cobar,8.47,17.05,3.8299999999999996,26.05,12.3,10.8,76.0,57.15,1026.0149999999999,1023.6,11.84,16.505000000000003
Cobar,9.92,25.725,0.13,32.95,15.25,12.5,39.2,21.45,1026.8,1023.0,18.27,25.02
Cobar,7.965000000000001,21.085,0.11000000000000001,36.2,15.15,16.0,54.8,34.25,1021.7299999999999,1018.7299999999999,13.805000000000001,20.19
CoffsHarbour,20.345,27.685000000000002,5.6,45.5,17.25,27.05,77.7,69.15,1016.5,1014.775,23.7,25.910000000000004
CoffsHarbour,19.625,27.355,10.11,41.7,14.5,24.1,72.75,68.6,1012.765,1011.0450000000001,24.095,26.01
CoffsHarbour,13.444999999999999,22.605,3.725,38.15,13.7,20.4,72.0,65.0,1018.8700000000001,1016.615,18.985,21.075
CoffsHarbour,14.334999999999999,24.14,3.3199999999999994,39.05,13.9,20.35,72.65,60.5,1017.15,1014.7049999999999,19.34,22.630000000000003
CoffsHarbour,16.07,24.265,3.91,39.15,16.35,20.75,69.75,66.1,1015.9399999999999,1013.665,20.605,22.6
CoffsHarbour,13.87,21.665,17.39,44.1,19.1,22.65,68.05,63.55,1020.29,1017.9549999999999,18.36,20.44
CoffsHarbour,10.665000000000001,21.61,1.52,35.9,19.0,16.45,50.1,48.35,1019.885,1016.9399999999999,18.29,20.035
CoffsHarbour,18.205000000000002,25.675,10.47,41.35,13.75,22.15,75.4,68.95,1011.9,1010.29,22.419999999999998,24.009999999999998
CoffsHarbour,16.94,24.64,7.12,42.75,16.9,26.55,68.4,67.6,1018.675,1016.25,22.035,22.994999999999997
CoffsHarbour,17.475,24.225,9.22,42.95,18.0,24.7,77.35,70.2,1015.0899999999999,1013.39,20.669999999999998,22.54
CoffsHarbour,18.105,26.35,1.6600000000000001,40.95,16.4,24.5,65.4,61.2,1014.97,1013.1600000000001,22.94,24.619999999999997
CoffsHarbour,17.605,25.044999999999998,7.13,43.65,21.1,25.05,65.8,64.2,1016.2,1014.4100000000001,22.044999999999998,23.205000000000002
CoffsHarbour,18.415,26.939999999999998,2.27,35.75,13.2,21.2,73.55,65.2,1015.825,1014.18,23.005000000000003,25.73
CoffsHarbour,19.369999999999997,25.85,15.14,36.6,17.55,19.0,80.35,73.3,1012.8799999999999,1011.485,22.78,24.765
CoffsHarbour,11.74,22.03,17.330000000000002,40.5,14.7,22.15,68.55,59.0,1018.3100000000001,1015.835,17.965,20.439999999999998
CoffsHarbour,9.91,19.195,5.96,42.95,17.65,20.85,71.75,64.2,1023.15,1020.415,14.969999999999999,17.525
CoffsHarbour,9.995000000000001,19.39,5.32,38.0,15.85,19.85,65.25,58.9,1019.43,1017.0649999999999,15.59,17.975
CoffsHarbour,13.765,22.54,4.42,40.35,16.95,23.75,68.85,67.35,1018.07,1015.1700000000001,19.44,20.805
CoffsHarbour,10.92,22.61,0.95,41.35,17.6,19.9,54.45,58.55,1021.55,1018.0600000000001,19.54,20.675
CoffsHarbour,9.870000000000001,20.06,11.26,38.4,12.55,19.15,69.0,57.25,1014.75,1012.025,15.475,18.69
CoffsHarbour,10.945,20.34,6.35,40.85,19.75,20.3,63.9,58.85,1020.03,1017.925,17.265,18.995
CoffsHarbour,10.025,21.595,0.72,36.65,13.15,20.35,61.75,56.85,1021.76,1018.53,17.765,19.805
CoffsHarbour,10.334999999999999,24.075,0.39,42.6,15.2,23.4,50.45,46.45,1015.5600000000001,1012.4799999999999,19.27,21.455000000000002
CoffsHarbour,10.434999999999999,23.165,0.18,35.55,12.5,21.05,54.6,52.45,1018.6850000000001,1015.2850000000001,18.509999999999998,20.81
CoffsHarbour,19.215,27.410000000000004,16.34,41.1,15.15,22.1,76.85,69.65,1013.2950000000001,1011.4649999999999,23.495,25.714999999999996
CoffsHarbour,18.365000000000002,26.455000000000002,6.05,38.8,13.3,22.7,71.3,63.9,1015.635,1013.985,23.28,25.215
CoffsHarbour,17.935,25.465,9.75,42.55,18.7,24.35,73.5,68.1,1017.525,1015.115,21.925,23.69
CoffsHarbour,15.525,24.8,4.2700000000000005,36.35,14.8,19.95,67.2,59.65,1017.9649999999999,1015.79,20.85,23.475
CoffsHarbour,16.48,26.21,2.15,37.55,13.6,20.1,72.4,63.1,1017.2,1014.775,21.855,24.45
CoffsHarbour,12.635,22.91,2.2600000000000002,32.45,16.25,16.85,65.35,57.55,1021.2549999999999,1018.8,19.3,21.990000000000002
CoffsHarbour,17.055,26.46,0.97,35.7,15.0,21.65,67.15,59.5,1019.79,1017.325,22.625,25.315
CoffsHarbour,11.155,20.55,7.3,40.5,16.05,18.4,68.3,61.7,1021.6,1019.2299999999999,16.625,18.94
CoffsHarbour,9.43,19.244999999999997,2.2600000000000002,39.55,16.5,20.25,60.95,55.4,1019.055,1016.85,15.735,18.19
CoffsHarbour,14.305000000000001,22.830000000000002,2.6399999999999997,36.65,14.6,17.8,71.5,63.5,1020.3700000000001,1018.425,19.15,21.29
CoffsHarbour,19.15,26.910000000000004,3.1799999999999997,43.3,18.4,26.55,70.75,70.5,1017.015,1014.8100000000001,24.07,25.240000000000002
CoffsHarbour,17.675,26.49,1.7399999999999998,45.15,15.3,26.7,69.0,68.75,1015.26,1013.2,23.45,24.595
CoffsHarbour,19.845,27.075,2.9299999999999997,41.0,14.8,23.9,77.5,68.45,1017.445,1015.865,23.28,25.885
CoffsHarbour,20.055,28.410000000000004,6.01,38.15,12.9,19.9,67.4,62.2,1012.415,1010.6850000000001,25.325,26.935000000000002
CoffsHarbour,19.45,27.235000000000003,8.43,45.6,18.45,24.85,72.25,67.65,1015.125,1013.65,24.044999999999998,25.76
CoffsHarbour,19.85,28.02,0.29,37.9,16.5,23.55,72.45,66.95,1015.21,1013.555,24.544999999999998,26.625
CoffsHarbour,18.36,26.275,5.680000000000001,42.75,17.5,21.35,71.3,68.55,1016.635,1014.7450000000001,23.075,24.335
CoffsHarbour,17.445,26.160000000000004,3.3699999999999997,40.35,17.25,23.25,72.2,67.9,1019.8549999999999,1017.615,22.195,24.31
CoffsHarbour,11.385,24.41,0.030000000000000006,30.2,8.05,16.3,62.9,53.85,1018.8100000000001,1015.8399999999999,19.44,23.119999999999997
CoffsHarbour,18.54,26.77,2.645,36.65,14.8,22.5,75.85,64.55,1019.135,1017.365,22.6,25.505000000000003
CoffsHarbour,14.325,23.73,4.045,38.5,16.3,20.7,71.25,66.65,1024.06,1021.97,19.965,21.96
CoffsHarbour,8.39,19.715,0.22999999999999998,37.75,14.15,18.7,67.55,57.4,1021.5649999999999,1018.6450000000001,14.930000000000001,18.369999999999997
CoffsHarbour,12.254999999999999,22.369999999999997,8.02,36.05,12.75,17.8,68.6,64.2,1019.2049999999999,1016.805,18.39,20.81
CoffsHarbour,11.084999999999999,20.18,3.88,39.75,17.35,19.9,70.6,64.0,1027.7549999999999,1025.635,16.5,18.85
CoffsHarbour,12.91,24.77,2.325,43.65,14.85,24.4,61.8,60.8,1025.24,1022.9200000000001,20.935,22.43
CoffsHarbour,8.805,20.895,1.305,34.85,15.0,18.65,62.35,55.9,1022.3950000000001,1019.225,16.78,19.445
CoffsHarbour,10.47,22.14,11.645,37.3,13.4,19.45,64.45,58.1,1020.3950000000001,1017.0350000000001,18.384999999999998,20.919999999999998
CoffsHarbour,20.305,28.27,5.279999999999999,38.75,12.0,22.1,77.1,70.95,1015.53,1013.43,24.494999999999997,26.53
CoffsHarbour,19.68,27.175,2.525,44.6,18.3,24.6,70.75,65.7,1013.96,1012.43,23.84,25.705000000000002
CoffsHarbour,20.759999999999998,28.984999999999996,11.61,49.1,16.5,25.65,75.2,69.3,1013.3700000000001,1010.925,24.994999999999997,26.82
CoffsHarbour,11.97,20.605,7.415000000000001,35.1,15.35,18.85,75.3,65.45,1022.6600000000001,1020.025,16.869999999999997,19.425
CoffsHarbour,16.794999999999998,23.52,17.775,37.4,17.6,20.15,78.2,69.95,1020.825,1018.6700000000001,20.145,22.380000000000003
CoffsHarbour,14.334999999999999,23.994999999999997,3.69,38.95,16.0,21.55,70.65,63.7,1021.365,1018.6049999999999,20.169999999999998,22.509999999999998
CoffsHarbour,9.385,21.990000000000002,6.090000000000001,38.9,14.8,23.0,64.6,58.95,1019.875,1016.805,17.794999999999998,20.44
CoffsHarbour,10.095,21.755000000000003,2.045,34.85,13.15,16.0,65.2,55.25,1017.76,1015.2450000000001,17.665,20.44
CoffsHarbour,9.58,19.775,3.2649999999999997,39.7,14.7,17.75,66.2,58.2,1019.64,1016.7299999999999,15.395,18.605
CoffsHarbour,15.194999999999999,25.145,5.37,47.25,17.95,26.1,63.75,65.1,1017.6450000000001,1015.025,21.580000000000002,23.09
CoffsHarbour,15.89,26.125,0.8699999999999999,43.95,15.0,25.8,63.95,66.7,1016.585,1013.875,22.794999999999998,23.884999999999998
CoffsHarbour,10.9,23.435,1.1400000000000001,40.3,14.45,22.65,53.25,52.1,1014.195,1011.1899999999999,19.575,21.744999999999997
CoffsHarbour,15.905000000000001,24.095,1.08,45.1,19.55,23.95,68.6,66.7,1017.57,1015.11,20.25,22.28
Dartmoor,8.695,19.419999999999998,3.54,39.55,12.1,17.95,80.65,63.0,1016.8399999999999,1016.085,13.16,17.904999999999998
Dartmoor,7.540000000000001,16.119999999999997,2.07,42.3,12.5,19.4,88.15,69.75,1018.115,1016.7049999999999,11.004999999999999,14.594999999999999
Dartmoor,10.45,23.73,1.52,44.3,15.85,19.0,75.55,51.95,1014.2149999999999,1012.115,15.844999999999999,21.94
Dartmoor,11.745000000000001,24.994999999999997,1.8299999999999996,47.7,16.4,21.95,72.4,48.1,1015.3799999999999,1014.29,17.259999999999998,22.830000000000002
Dartmoor,10.28,22.544999999999998,1.41,40.7,13.85,20.45,77.0,52.1,1018.0,1016.135,15.040000000000001,20.96
Dartmoor,10.690000000000001,18.66,2.92,37.45,13.25,17.75,88.2,72.3,1018.79,1017.89,13.245,17.535
Dartmoor,12.375,21.68,3.9899999999999998,39.25,15.15,18.15,82.35,71.45,1015.21,1015.1299999999999,15.73,19.66
Dartmoor,8.025,17.15,2.17,39.3,12.9,19.25,90.05,71.75,1019.11,1017.875,11.23,15.805000000000001
Dartmoor,7.31,14.735,4.970000000000001,43.1,13.05,18.45,93.15,78.45,1016.9799999999999,1015.905,9.785,13.469999999999999
Dartmoor,6.57,14.395,5.36,42.8,16.25,17.25,90.85,79.9,1018.885,1016.915,9.24,13.265
Dartmoor,10.03,23.535,0.55,41.3,14.3,19.3,77.15,52.15,1015.2700000000001,1014.345,15.495,21.634999999999998
Dartmoor,6.970000000000001,19.675,1.11,37.4,13.75,18.55,79.4,58.7,1017.885,1015.76,13.035,18.275
Dartmoor,10.265,22.645,1.1800000000000002,39.2,11.85,19.0,77.5,56.5,1017.985,1016.835,15.320000000000002,20.905
Dartmoor,12.615,23.93,1.08,42.9,12.9,21.6,82.95,55.15,1017.025,1016.095,16.22,21.945
Dartmoor,11.25,25.855,0.31,42.55,11.45,20.9,68.95,43.7,1013.49,1012.6700000000001,17.685,24.145
Dartmoor,9.445,21.585,1.78,42.15,12.1,20.35,80.7,54.1,1019.76,1018.225,14.35,20.03
Dartmoor,11.205,23.580000000000002,1.31,43.4,13.25,21.1,83.4,55.55,1015.6,1013.9549999999999,15.38,21.75
Dartmoor,11.1,21.805,1.04,42.4,12.45,20.8,86.35,59.4,1017.04,1015.5,14.344999999999999,20.36
Dartmoor,6.01,14.725,2.77,40.1,12.35,17.2,92.45,76.8,1019.515,1017.235,9.36,13.485
Dartmoor,6.95,13.919999999999998,5.2700000000000005,42.45,15.7,17.95,91.0,78.8,1014.945,1013.24,9.82,12.895
Dartmoor,9.125,24.875,0.37,38.85,12.45,16.65,76.5,48.6,1020.6899999999999,1018.4950000000001,15.265,23.759999999999998
Dartmoor,9.135,21.3,2.2800000000000002,49.75,17.85,23.65,77.4,55.7,1015.275,1013.3149999999999,14.290000000000001,19.725
Dartmoor,8.97,17.615000000000002,3.18,46.85,16.3,24.45,80.1,66.65,1011.9799999999999,1011.28,13.455000000000002,15.64
Dartmoor,11.925,28.27,1.41,44.1,14.85,22.1,69.45,43.5,1014.655,1013.175,18.16,26.335
Dartmoor,10.015,24.625,0.53,44.55,13.95,23.2,72.6,46.9,1016.7450000000001,1015.625,16.9,23.125
Dartmoor,9.65,18.71,1.43,40.1,14.2,18.9,85.0,70.25,1018.9200000000001,1017.51,13.09,16.965
